Resource,Region,Start Date,End Date,Days,Currency,Quantity,Osr Eligible Cost,Cost,Month-31,Year
frxfz3gch4zb/cjvbucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaaksnockf762afdwb4x6n7l7tt7gc2us6oml7sc43vqjwfgb7jf6qq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaaqfp4wr4sxdrxrainq35gaqxct4qqmj4fcknimwuhfyay4geer2gq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaagy3yddkkampnhj3cqm5ar7w2p7tuq5twbojyycvol6wugfav3ckq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/bayer_test,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaaizgicqzl4lhonskwg67wrzfdwtc25fqzgnrpzumcasa3jj467pba,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaabryb3k2spftcecn7an5xxo5w64fy7yevqxtrvyn75qvnl5353elq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._apigateway.ocid1.compartment.oc1..aaaaaaaabyaimtv5kwavymwg74hnlndsadx42666bpic64s7wxi46v72npuq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr8lgxeipykz/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaafyoaxhmhrcqnfra2h6j4ntflqromanxgar4l2eghixe3gsetujaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/JitGroupMapping,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/gd39595876,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaaes3c3pxlxbcd2upv4vh7wbdfd7vgywuaa75izuu3otrb2omhekaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/paalonso-openlz-orm-configs-prv,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/teds-stggw,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/funcSentinel,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/fsdr-log-iad-bkt,us-ashburn-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaaaboytrmzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwtgaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/bucket-20250507-1733,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/ocvs-config,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/fsdr-log-phx-bkt,us-phoenix-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/reacttodo,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/dev_reacttodo,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._apigateway.ocid1.compartment.oc1..aaaaaaaazh67wtfgywb7tiazlsekmcwfato4k7n7h24c2gsfl54e4jt5rrka,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/ZPR-jsons,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/gd95886188,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkia2cntb22qwzhw2ah2c5v4uilrbi3dqya7zfl2z3l6detq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaaanypazmzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwteaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/amo-deploy-bkt,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/roc-test,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._apigateway.ocid1.compartment.oc1..aaaaaaaaeq4ihiqhmpgptwfjplqbx6boeuxerdokhoie2nr3vesstfyc6uwa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/bucket-20250203-1604,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaambqsuujdsrek3fagpnnarncbytihzeqlkwtcmoxevop3q7i7ihjq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frw2fd86nnab/bucket-bala,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/test2bala,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/rpc-test,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/oke-lz-ext,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/oke-config,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/testfunction,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr4vqygmv9jp/kpn-lz,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_milan_1.aaaaaaaaaakzg2bjnruw4llqojxwiotfouww22lmmfxc2mjnmfsc2mia,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaakzg5awmzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwteaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frrsf5llwjtj/finops,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frpbqygqooh1/Bala-Test,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/TheScripts,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/InstanceScripts,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiauvs47jdhbdu67huyuexszuoec7nnfysi6kfqyx2srjnq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiaxouy7hdr4d4xiauwa27ie3c6dxg4woun66umvbn7fzmq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/metrics-export,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/ekp,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/teds-backup-bucket,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/osmstoosmh,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiafmzl3w54vtvpot44r5wze2rhy265yd3qwfbbap3kopca,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiaae2j2udtm2656hu355xh3yqc3fzr33tk7umzwaa3geuq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiapuhpnynmdilnh7wvv5mv2dhn3pixwg6oi2fcywoglmgq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiat42ct4wkh4sabvgbd5uk5qy353fxs6sbh7urmnd7syka,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiabs426xjdz6wopw5if75gsee3s5ul7tbz76ptqatu4rsq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiaonxn6axj4t3w4op3do45ooyapfrl45r3eeot3kn6se2a,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiawvfpgz53746mx2uu5vloxrisn7clunzrlzl7m6vxg6zq,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkia2vcunkgvcpyx4yngley3che3xi3n7fbgo66dbtewzmta,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiagozsztgp7tl34lbs3z3gmkl5i7dsjjwjtpaz7rfutxqa,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/test-vv,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frw2fd86nnab/msstack_bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaupdl6xuunondjuv4555fsffhv3z4i75t5iugnzarnkaq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-milan-1.amaaaaaattkvkkiaqcicki63sw2fv634lplf3s2xmvnurrvmpdhbo6bj5tkq,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiatfrynjufz4ck7xteqa7sd7c2yntwg5c3qdbqf5mmrpuq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiajqjqvaaqxjx6uubrwctdmzgde7o3n3iu6rmhtzlsc6xq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiano4eardr4rcx6hyqbj62cioygoppt6irffxbhe33i76a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaihskfinjasrphzg3cdjrc2imaprxwdaq4nlxnfnfn2da,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.me-jeddah-1.amaaaaaattkvkkiak2o6alstuxeu7rbpssiqz4t6yml45auhr5y6nnk6q4xq,me-jeddah-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.artifactrepository.oc1.eu-frankfurt-1.0.amaaaaaattkvkkiabf74w7yv2nbjlzgqdw5a4htp7daapmr3ut3ciinvx6qq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/dfi-terraform-runtime-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiapfezk7x7acqnhbeuyb7xkz4lniackfhiu5bfkjea3nga,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiaqhxh6x6jfg2wc56oyoj6gdnvjtzhvnppi5uu23yr3n4a,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/paalonso-openlz-orm-configs,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/EIT-jsons,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/bucket-nec,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frw2fd86nnab/vv-dns-deployment_300525,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/test-deploy,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaagvqf6vmppsyes4mkbjrcsdwrirmiwk3rsqjxaadtvimub3alk4ra,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/shared-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/rdam,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frw2fd86nnab/oneoe-storage-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frw2fd86nnab/lz_bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/landingzone-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/oci-logs._flowlogs.ocid1.compartment.oc1..aaaaaaaa6fkbxdekr4e2ey2lvztqbyoi3rr2w7nlsts2vy5w473da7iyeeiq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frrsf5llwjtj/lz-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frpbqygqooh1/lz-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkialrdqkw56udm6kz3fksug32vuni5hrrhk4se6canuqwga,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/hyp-financial-reports,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/financial-reports-2024,us-chicago-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/genai-demo-data,us-chicago-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/oke_lz,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frvrkmhlenac/bkt-core-audit,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/bckt-fsdrlogs,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/aimodel,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaaltzyzkmzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwtcaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaalukthymzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwtcaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.filesystem.oc1.eu_milan_1.aaaaaaaaaalukrzenruw4llqojxwiotfouww22lmmfxc2mjnmfsc2mia,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkia37etccp3qjwutubpoke5r5kjbm2ypldidp5fg6rzi4ea,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkia2zvj5czmlq2yrlkjscmmehng5zqmuqn4k22fdnh2ccdq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiazpdrdwsogxpnza4ohrcs5v3gtdswian6pl55rcexlr6q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiajj7heajuyh7albjgsnyhun6xukcg4bu3ggpivjz6btyq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiah3tpr4joaqhrgfn7bore6gvpjdtx5bq3xaxmuad4htya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiavscnygthctl3q2sqk7ofz2o2nc7gqp6dvqf23e23xxgq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiamec2wdhavy7acfeinxhrz2ziohi2yytnvy2gutnntofq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaa54gly7takg2sw3nlbq74oeoow4eljdts72tc2qtot3q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaudgqaslf5mjhj72lp4nfsdx2zncufhgslpn5psxpxuoa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qabobxp3sxe2hwjc7733nf5o3fmv2mtalw6nd6gjbkc2cq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qabzgvwsqkyzgdy7liw4clvoiew2hd5fqomtcbbmbi4rja,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiajk2knvsmmeb7de4hdnso66ay4jworz4pmjhnwsgymz6q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiad4bkxncln2d2k3xezca3t76unhln7lljdqxpl2p4bneq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiap2rxt6rdx6v5jeitam7rv3mx4wwhmqk4lxxnw44bmqbq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiagmh6vpnl4iekjzckiqy6j4qaixatpehgl25omk5ji3wa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiarewstgm2k5zegmrhpzlcs7mcmv3t6dwuoldhemil6jtq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0001,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qau3czh5gxnn5q437tqvppkihoams6nbw47rluwvccrp2a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-amsterdam-1.amaaaaaabie5q2qasvgwckimlbcyohpjea4l5sny24u5wimkki3e7kvnh6hq,eu-amsterdam-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qayq6ajc5nccf3zapnr6wiyawplzrckfsadoqyad4r6gpa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qaw24cpbt67kxvyljjbiihhmteaa6uxq2dxvcvyrv5n6xa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkias2ktidyjq6tw7icotvmrbzzz7i345eb4lbn6qzsgm7jq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/TFOCIBACKEND,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/mushop-media-Sbd2,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr4vqygmv9jp/bkt-lz-demo,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
fr3elochwkkt/bkt-runners,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/llama-agent-bucket,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/mushop-media-12345,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/SelectAIVectorbucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/Reports,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
frxfz3gch4zb/OKEDRbucket,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaog2q26fpyxjytoky52q2uz67n4o6dx76tgg2a4nrfo7q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.datasciencemodel.oc1.eu-zurich-1.amaaaaaattkvkkiaoo7ieowxnye65kejld5a4ccyfe6p7ovtjjv63rdqdp7q,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiaoeizdmt7xqnyidishassfo3kngn56awxu46xn32etikq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkiauarij6pqyyryvkbrirg2loir7q6uqx7pvzhvelrm5a6q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaattkvkkia5zaae2skibeku5csumoifzlxm7xbi76n5jswel2zbxka,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0000,  0.0000,  0.0000,        0,        0
