Resource,Region,Start Date,End Date,Days,Currency,Quantity,Osr Eligible Cost,Cost,Month-31,Year
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiabkcy3pvk6z4dwexj2owyzlnmtsmh246krz46gmeur5zq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0020,  0.0004,  0.0004,        0,        0
axsz3ob5atfd/bSj1VwihZrcNwzYTI0GE,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0041,  0.0004,  0.0004,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaanqpg2ukivse25m2cwnavwotkggiv5ur4565gya7teea,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0021,  0.0004,  0.0004,        0,        0
dbbackupphx/bEd40Y6nh9VchG0yFAqJ,us-phoenix-1,09/17/2025,09/17/2025,1,ILS,  0.0042,  0.0004,  0.0004,        0,        0
frxfz3gch4zb/oci4cca-managment,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0042,  0.0004,  0.0004,        0,        0
axsz3ob5atfd/bJk0RP88qImAnGovIyKi,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0044,  0.0004,  0.0004,        0,        0
fsdr-log-dr,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0333,  0.0004,  0.0004,        0,        0
ocid1.containerrepo.oc1.uk-london-1.0.frxfz3gch4zb.aaaaaaaaobt6eqlxzcncz23fqn4dvpt4n37qhjumyoipa2se3agjkgphlwxq,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0046,  0.0004,  0.0004,        0,        0
frvrkmhlenac/finops,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0047,  0.0004,  0.0004,        0,        0
frxfz3gch4zb/monthly-usage-reports,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0047,  0.0004,  0.0004,        0,        0
dbbackupfra/bS0jdCjzmfyEhLUKov7v,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0047,  0.0004,  0.0004,        0,        0
TheScripts,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0393,  0.0005,  0.0005,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaq75we7ir32tjoepcjbxi7sd55beoalssyj5emr74gpyq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0027,  0.0005,  0.0005,        0,        0
ocid1.containerrepo.oc1.eu-amsterdam-1.0.frxfz3gch4zb.aaaaaaaaoldeogb6c5c524lju3bdpjng55a7zaqorixxu3vihj5zpko4oc5a,eu-amsterdam-1,09/17/2025,09/17/2025,1,ILS,  0.0054,  0.0005,  0.0005,        0,        0
axsz3ob5atfd/b1BxqpXKwa1RzewLxRx4,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0055,  0.0005,  0.0005,        0,        0
frxfz3gch4zb/jdk_for_Agent_Installation,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0058,  0.0005,  0.0005,        0,        0
frxfz3gch4zb/BAYERMCBKT_POC,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0152,  0.0006,  0.0006,        0,        0
dbbackupfra/bjLe8JcFUtrYtzPgeCyw,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0062,  0.0006,  0.0006,        0,        0
frxfz3gch4zb/OEM_videos,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0159,  0.0006,  0.0006,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaj2d6heigjo4grqlcv5zefzmzikqqy3q2lswdjc7nupsq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0032,  0.0006,  0.0006,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkia6li66xegvyxtbib54fjdtvsl3pjadviwf7tepdycucja,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0033,  0.0006,  0.0006,        0,        0
frxfz3gch4zb/logsFromConnector,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0065,  0.0006,  0.0006,        0,        0
ocid1.containerrepo.oc1.uk-london-1.0.frxfz3gch4zb.aaaaaaaancc7dq5jpr6huwslyx7j4mmc7ztso7i66kki7zm7hr4vrbye6kna,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0067,  0.0006,  0.0006,        0,        0
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaa5jya57qkmmfqwptbro24pk3276id4sgzysobb4rdujmf4m655b2a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0068,  0.0006,  0.0006,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiantgayzoejtjiezxlhsxty52xuaheqspy2lyjozzlojna,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0039,  0.0007,  0.0007,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiajh2ytfh2ncd2xavjzcvtf3vylravkj7n6ek4zxgrkx7q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0041,  0.0007,  0.0007,        0,        0
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsdtciozpukgibnivxtsq5ojodmlitqjts5m5athccdvmhyrzgb4ga,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0603,  0.0008,  0.0008,        0,        0
ocid1.devopsrepository.oc1.eu-frankfurt-1.amaaaaaabie5q2qavimsnifasaijguovuqycnm6uhkctwtmz5cvfen64fv3q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0094,  0.0009,  0.0009,        0,        0
frxfz3gch4zb/finopsbucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0095,  0.0009,  0.0009,        0,        0
InstanceScripts,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0780,  0.0009,  0.0009,        0,        0
frxfz3gch4zb/clicktf,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0114,  0.0010,  0.0010,        0,        0
frxfz3gch4zb/OS-Staging,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0114,  0.0010,  0.0010,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaoiqhxw6zkyvggwknqqzr2hn2hssohfozzdwkusduaola,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0059,  0.0011,  0.0011,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiahzc5wohr2ffpfjjbwxjxabfycu4kalavpfau2f6qlc5q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0060,  0.0011,  0.0011,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaodilm7f72gwmg23jiixejqgzphqc6a5xorf6zjiorrqq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0060,  0.0011,  0.0011,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiai42bploqmksdrrjr33urfaq4bcpzpi6nle4d3ac3cmfa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0060,  0.0011,  0.0011,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaz4cfl3mshompzqf56kcovauxfep44kuvitha3kve65mq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0062,  0.0011,  0.0011,        0,        0
axsz3ob5atfd/bvnPo0AVxV7mAKY2qjK8,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0134,  0.0012,  0.0012,        0,        0
ocid1.bootvolumebackup.oc1.eu-milan-1.abwgsljrwdvct2vuzdfyxs752gshvoy34b3qha45tw3yafbtdsy52rotcowa,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0143,  0.0013,  0.0013,        0,        0
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiawesanas755e3s36dyoe3mbfdx6ryrzcuin5mciob6ybq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0079,  0.0014,  0.0014,        0,        1
ocid1.bootvolumebackup.oc1.eu-frankfurt-1.abtheljrikip5oswswzlqzvasjnwccdekhekuyjzdjk3bz6wq4lqael24naa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0156,  0.0014,  0.0014,        0,        1
frxfz3gch4zb/landing-sales-bucket,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0158,  0.0014,  0.0014,        0,        1
frxfz3gch4zb/DB-Data,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0161,  0.0015,  0.0015,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaq6f2kea5s3qwklrn3rq4i2re3pes36hp4njkzefoc2ma,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0083,  0.0015,  0.0015,        0,        1
dbbackupfra/bCktHlVxKROaPfHpXfPP,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0163,  0.0015,  0.0015,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaarl3rdeiak7ev7g5miktmadwbb42o4tctkbjhsucwuxevvw6awemq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0083,  0.0015,  0.0015,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaarl3rdeiarxkfa52rgicjgv3qm7vb7tb5s2zhzsdzkabkutbhaztq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0083,  0.0015,  0.0015,        0,        1
axrbnhdeld8k/bRMSWjluDmclA9m7sst4,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0164,  0.0015,  0.0015,        0,        1
dbbackupfra/bKFJpYfkC3fsLCDh6Iww,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0171,  0.0016,  0.0016,        0,        1
frxfz3gch4zb/mgmt,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0173,  0.0016,  0.0016,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkia4g55bj7duusouxvarc4zqci2k4zjs4yvd5oylwr36sgq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0090,  0.0016,  0.0016,        0,        1
frxfz3gch4zb/DB_Backups,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0455,  0.0016,  0.0016,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsdhics2n5cokdgzmjg4py7mc64mi4xsxsinuplb242tmz2sxn3khq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1211,  0.0017,  0.0017,        0,        1
axsz3ob5atfd/bw6ukVukWNa6TQvNLakg,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0189,  0.0017,  0.0017,        0,        1
frxfz3gch4zb/mushop-catalogue-bucket-n9hx,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0501,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaalzztpewkopivseyut2dkttzneqniw5itnu7opuslwoyeyi6wuorq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.bootvolumebackup.oc1.eu-frankfurt-1.abtheljsdumsgdz5wwsbsbxdcac2eymwama6lqy7wpogngw7t6im6xnjvkha,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaaa3svlbgaqwaabjdca33azgpv222aqxknn2vmukv4sljqqjkdxbdq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaavxtrivt5uk5k5n6jxkfhlfifvspirmfuettsdydyefsqrz26s7qa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.bootvolumebackup.oc1.eu-frankfurt-1.abtheljsyepp2c52p5tk5r3i7pwt4t3smaal7uzosuwn6lwewblpxvpswkna,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaajzt3oe76y22qpzmnjpbjggsmhmli3qpyof7mhpzzaadv5yzca6nq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.bootvolumebackup.oc1.eu-frankfurt-1.abtheljrxe4s5ly7caanvzfs76qup2ui5qvw7n3ug25v7ighwzvghem2qqgq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.volumebackup.oc1.eu-frankfurt-1.abtheljrjn7tfpyv3i67e7hvknk2sw3yiij7uljqolhs7ij7dd2acupmcgna,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaa3rsfaqv33th6egrk6eibnqq2owww54ekowogadumv5erqphwxiua,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaagew2edslkaifraflizb6f3linoiecubtnlocnilgdfos6lqn43na,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-milan-1.aaaaaaaa3r2il35xoklt3s3evv4ac2hijmdfyhqhzbdwgds6ahde3hwus3oq,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-milan-1.aaaaaaaanrupr45kpb4ybculapm2jkt2qutyiuj5lfmiqkgfgtaramjji5yq,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-milan-1.aaaaaaaam2niuol2sfcgxcphzzhbw6q5iigtcivx23xumxcbcirmrxrkv65q,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.volumebackup.oc1.eu-frankfurt-1.abtheljrvxw2uld2rto5hvbcfpmg2c3irtkmvdq225pz6poshoyojees3eea,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaaxj2yst53rilyxeoiykf2fmayok3roruoqcgftjzzygugxsngd6aq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.0018,  0.0018,        0,        1
ocid1.generativeaimodel.oc1.uk-london-1.amaaaaaask7dceyach2dyu6g5w5ocnvbkto2g76wxitj3rpddplsqoxqh2lq,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.2913,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsaiwlzdhk4hm6moaskvm7hk5hsjbloqq3pwid243ypkgvckxuc3rq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1360,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsscdbiuu7u7uxt6duykj2wcdr4l74bdthueybad2sxpi357isvr7a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1360,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsog2ce5kfcakxao3fhzmtwtsttlfio5hw5n4p7mupcwzmvopwivhq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1368,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljso2ktnbnnte7dncpdqvh4brwmgtis5bxrgkpqqb6xnacsx534yxpq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1371,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljstdfcpkg5mmjjukwm3q3qrgw5z4ldqfqrd6ez4reldxbmvwpatapa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1373,  0.0019,  0.0019,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsich2hkcsfmicj4lv4e2vng3ssbbnp7kfofikx7prwiqmhqukimrq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.1375,  0.0019,  0.0019,        0,        1
frxfz3gch4zb/bucket-WCS,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0519,  0.0019,  0.0019,        0,        1
ocid1.filesystem.oc1.phx.aaaaaaaaaamdjm4fobuhqllqojxwiotqnb4c2ylefuzqaaaa,us-phoenix-1,09/17/2025,09/17/2025,1,ILS,  0.0019,  0.0020,  0.0020,        0,        1
ocid1.filesystem.oc1.iad.aaaaaaaaaamchxvpnfqwillqojxwiotjmfsc2ylefuzaaaaa,us-ashburn-1,09/17/2025,09/17/2025,1,ILS,  0.0019,  0.0020,  0.0020,        0,        1
ocid1.filesystem.oc1.me_abudhabi_1.aaaaaaaaaajgd3egmf2wqllqojxwiotnmuwwcytvmrugcytjfuys2ylefuyqaaaa,me-abudhabi-1,09/17/2025,09/17/2025,1,ILS,  0.0019,  0.0020,  0.0020,        0,        1
ocid1.filesystem.oc1.me_dubai_1.aaaaaaaaaajgd2wdmr4gellqojxwiotnmuwwi5lcmfus2mjnmfsc2mia,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0019,  0.0020,  0.0020,        0,        1
frxfz3gch4zb/oem24ai-patches,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0577,  0.0021,  0.0021,        0,        1
frxfz3gch4zb/oci_backup,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0578,  0.0021,  0.0021,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkia65rvcksrlbrjym744kcnl24dtupqhcwboda27awnckxa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0118,  0.0021,  0.0021,        0,        1
ocid1.filesystem.oc1.me_abudhabi_1.aaaaaaaaaak7zfq4mf2wqllqojxwiotnmuwwcytvmrugcytjfuys2ylefuyqaaaa,me-abudhabi-1,09/17/2025,09/17/2025,1,ILS,  0.0020,  0.0021,  0.0021,        0,        1
ocid1.filesystem.oc1.me_dubai_1.aaaaaaaaaak7zfncmr4gellqojxwiotnmuwwi5lcmfus2mjnmfsc2mia,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0020,  0.0022,  0.0022,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaz6isklgtgi22xwjkaxx7frhhpgcrpn4nwelh5dpjrfua,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0123,  0.0022,  0.0022,        0,        1
axsz3ob5atfd/bmWfGCLqxZqGq9jVABBD,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0245,  0.0022,  0.0022,        0,        1
axsz3ob5atfd/btDephTrlKlkA8KkonM8,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0245,  0.0022,  0.0022,        0,        1
ocid1.apigateway.oc1.uk-london-1.amaaaaaattkvkkiazrk3hogbo7ecnijlmgjxcw2rqbd7ku5dewscffzv7bnq,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0002,  0.0023,  0.0023,        0,        1
dbbackupfra/bcoSOkgNZVfjHkMY2LI8,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0256,  0.0023,  0.0023,        0,        1
axmnlhloic3b/bjNXjjntIg9GyuZZeLZ8,ap-mumbai-1,09/17/2025,09/17/2025,1,ILS,  0.0258,  0.0024,  0.0024,        0,        1
ocid1.log.oc1.eu-milan-1.amaaaaaattkvkkiab4nkc5nddftcn24h26niecwe5iqhn43zvc5mdwdazqua,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0132,  0.0024,  0.0024,        0,        1
dbbackupfra/bjJzCBGn2WVzVKzdfhyO,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0261,  0.0024,  0.0024,        0,        1
dbbackupfra/bn6UmjxLKmcAo1dE2MdN,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0262,  0.0024,  0.0024,        0,        1
axrbnhdeld8k/bsPoC9SE8cleIn32vtUU,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0264,  0.0024,  0.0024,        0,        1
frrsf5llwjtj/oso-bucket,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0264,  0.0024,  0.0024,        0,        1
axmnlhloic3b/bHjHAOeIfAQE3mTbgotn,ap-mumbai-1,09/17/2025,09/17/2025,1,ILS,  0.0266,  0.0024,  0.0024,        0,        1
dbbackupfra/baazYRFI7B6RvUtRpHrj,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0270,  0.0025,  0.0025,        0,        1
dbbackupfra/b8z3jd3tEVivw0pwuYmy,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0270,  0.0025,  0.0025,        0,        1
frxfz3gch4zb/Karthiccloudshell,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0277,  0.0025,  0.0025,        0,        1
ocid1.filesystem.oc1.eu_zurich_1.aaaaaaaaaadsmn4xpjzgqllqojxwiotfouwxu5lsnfrwqljrfvqwiljr,eu-zurich-1,09/17/2025,09/17/2025,1,ILS,  0.0024,  0.0026,  0.0026,        0,        1
ocid1.filesystem.oc1.eu_frankfurt_1.aaaaaaaaaafpgmeimzzgcllqojxwiotfouwwm4tbnzvwm5lsoqwtcllbmqwtcaaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0025,  0.0027,  0.0027,        0,        1
axsz3ob5atfd/bAddJtkPEBlq3WZYiIPm,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0297,  0.0027,  0.0027,        0,        1
axsz3ob5atfd/bg8HIYl77MvKRtAgnEvP,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0300,  0.0027,  0.0027,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiarfzhvqk4uqt3k4pfvup4uielto2fyn3balg6whta3cxa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0155,  0.0028,  0.0028,        0,        1
ocid1.containerrepo.oc1.iad.0.frxfz3gch4zb.aaaaaaaahfotx7rxvc4danyzjqki5rhh6cvd4rwkq55hhw6oyvgo64q4h7kq,us-ashburn-1,09/17/2025,09/17/2025,1,ILS,  0.0305,  0.0028,  0.0028,        0,        1
ocid1.bootvolumebackup.oc1.eu-milan-1.abwgsljryiajr4rxc66qnztks7swup6wgftewzdmv7bdvpxrwjjbrk5yu4pa,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0318,  0.0029,  0.0029,        0,        1
frxfz3gch4zb/DEMOLOGS,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0319,  0.0029,  0.0029,        0,        1
dbbackupfra/bQRREo6C56AjxCtE5iFa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0322,  0.0029,  0.0029,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkias2pnonol7si3xyojicrgyd6e7b6x75aoyltmjsmt7spq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0169,  0.0030,  0.0030,        0,        1
ocid1.log.oc1.eu-milan-1.amaaaaaattkvkkiaqcwmh2fp7sjsfkf3b7c5wwqxkjrmoerjcg3fh4xbzsjq,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0171,  0.0031,  0.0031,        0,        1
dbbackuplhr/bMVXNT6MJavzRYygo7Hf,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0354,  0.0032,  0.0032,        0,        1
ocid1.apigateway.oc1.eu-frankfurt-1.amaaaaaattkvkkialavyytbvodiuulmqjmxw5pyfc4nqkyfkofgavuc7jcma,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0003,  0.0034,  0.0034,        0,        1
ocid1.apigateway.oc1.uk-london-1.amaaaaaattkvkkiacow4sysiq74dqjd26boautbxmvhius7raz2ylo77itda,uk-london-1,09/17/2025,09/17/2025,1,ILS,  0.0003,  0.0034,  0.0034,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaygq5ifavc6oailfkabz36fq4mddluscaa3ayim4fnwxa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0198,  0.0035,  0.0035,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaa6mx7eywsqpnwmie7wpzcsqjk75xchesdb6j6eldohmxmxpv7jpuq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0403,  0.0037,  0.0037,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaaw7us5wfiegwyttevzplz62ggtfvuhzzqv4wmgfccwcoisdaf4bua,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0403,  0.0037,  0.0037,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaap7l7eb3ssfjzym3ubl2zu7ard3oaeslgy3jve3keoeogahkgvula,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0403,  0.0037,  0.0037,        0,        1
ocid1.image.oc1.eu-milan-1.aaaaaaaa6k5ikk44cnj6kfwokxzgr6gyn57ctcdzfnmcgoywd6xeqtfq4d7a,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0403,  0.0037,  0.0037,        0,        1
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaa4eyhhocwzxtwftpfnqmaknj23kqurci37ahf7wq4mqy4e3wo65gq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0403,  0.0037,  0.0037,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiaw6ib6m6o66knvyksjkpbjztmwaufmpqftaxorscfwkqa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0213,  0.0038,  0.0038,        0,        1
ocid1.log.oc1.eu-frankfurt-1.amaaaaaattkvkkiagf4dcsuyllc2mj2jygkobfz6pskpmpmxlp4pscd3imqa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0215,  0.0038,  0.0038,        0,        1
ocid1.postgresqlbackup.oc1.me-dubai-1.amaaaaaattkvkkia4rn5tee7untsalagr2cwmat765iqqoxwjueez63gsoba,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  0.0430,  0.0039,  0.0039,        0,        1
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsm5zidktjmbkapka6ahgghz3cys6rzx6wvdhifd3qicmsndar55xa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.2865,  0.0040,  0.0040,        0,        1
axlhiupi9qxr/bbeXr3MAA8CAIRbsy2RQ,eu-marseille-1,09/17/2025,09/17/2025,1,ILS,  0.0446,  0.0041,  0.0041,        0,        1
axsz3ob5atfd/b06MmTr27s0PMMN6fWAt,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.0457,  0.0042,  0.0042,        0,        2
ocid1.filesystem.oc1.iad.aaaaaaaaaabmnd77nfqwillqojxwiotjmfsc2ylefuyqaaaa,us-ashburn-1,09/17/2025,09/17/2025,1,ILS,  0.0039,  0.0042,  0.0042,        0,        2
